T,R,returnCode,area,numCAT,adjPMean,c,d_a,
 1,   1,   0,     0.9285874654,   6,     0.9285874654,    -0.2926974797,     2.0670690843
 1,   2,   0,     0.9276730275,   4,     0.9276730275,    -0.3224034920,     2.0509905741
 1,   3,   0,     0.9455614309,   6,     0.9455614309,     0.0819127964,     2.2673528395
 1,   4,   0,     0.9374252211,   6,     0.9374252211,    -0.1271667212,     2.1687145856
 1,   5,   0,     0.9521313808,   6,     0.9521313808,     0.0934292983,     2.3559106533
 1,   6,   0,     0.9068548271,   6,     0.9068548271,    -0.1593137400,     1.8690714967
 1,   7,   0,     0.9339015035,   6,     0.9339015035,    -0.4984316067,     1.9827449280
 2,   1,   0,     0.8231298967,   6,     0.8231298967,    -0.2087649047,     1.3047845301
 2,   2,   6,     0.7923718350,   4,     0.7923718350,    -0.4945231199,     0.0001748160
 2,   3,   0,     0.8126758686,   6,     0.8126758686,    -0.1367906350,     1.2553936613
 2,   4,   0,     0.8116357105,   6,     0.8116357105,    -0.1884938037,     1.2459551234
 2,   5,   0,     0.8077088095,   6,     0.8077088095,    -0.2599092319,     1.1924913494
 2,   6,   6,     0.7903758175,   5,     0.7903758175,    -0.4906270572,     0.0000168116
 2,   7,   0,     0.8640574207,   6,     0.8640574207,    -0.1736748684,     1.5535666876
 3,   1,   0,     0.8407701661,   6,     0.8407701661,    -0.2335093565,     1.4010110868
 3,   2,   0,     0.8745338140,   4,     0.8745338140,    -0.2074813000,     1.6222998237
 3,   3,   0,     0.8513784466,   6,     0.8513784466,    -0.1026699564,     1.4741248288
 3,   4,   0,     0.8602020775,   6,     0.8602020775,    -0.1366148870,     1.5290776352
 3,   5,   0,     0.8291396107,   6,     0.8291396107,    -0.1104312865,     1.3445928488
 3,   6,   0,     0.8499392470,   6,     0.8499392470,     0.0109437825,     1.4653697112
 3,   7,   0,     0.8624774025,   6,     0.8624774025,    -0.1944595693,     1.5425682748
 4,   1,   0,     0.6953181693,   6,     0.6953181693,    -0.2231826629,     0.6049895657
 4,   2,   0,     0.7415065616,   4,     0.7415065616,    -0.1722257133,     0.9032620472
 4,   3,   0,     0.7966557449,   5,     0.7966557449,    -0.0152906366,     1.1734227853
 4,   4,   6,     0.7166235899,   6,     0.7166235899,    -0.3380971181,     0.2974738021
 4,   5,   0,     0.7596422280,   6,     0.7596422280,    -0.0219613025,     0.9972357601
 4,   6,   6,     0.7433957051,   5,     0.7433957051,    -0.4021111062,     0.0000012694
 4,   7,   6,     0.7549647793,   5,     0.7549647793,    -0.4233788878,     0.0027022036
 5,   1,   0,     0.9299020827,   6,     0.9299020827,    -0.2058232577,     2.0859720926
 5,   2,   6,     0.8905916508,   3,     0.8905916508,    -0.7042010250,     0.0001232606
 5,   3,   0,     0.9447567862,   6,     0.9447567862,    -0.1232950929,     2.2570998305
 5,   4,   0,     0.9457174577,   6,     0.9457174577,    -0.4310480238,     2.2162174584
 5,   5,   0,     0.9587189976,   5,     0.9587189976,     0.0619388028,     2.4550893796
 5,   6,   0,     0.9155494250,   5,     0.9155494250,    -0.0333342620,     1.9455947019
 5,   7,   0,     0.9665180621,   6,     0.9665180621,    -0.4521569008,     2.5493937856
